ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0046777	protein autophosphorylation	12/498	117/12060	0.102564102564103	2.483781278962	3.34703256920285	0.00321695801865317	0.0203373113489221	0.0144635684076555	PIM1/KIT/PDGFB/PDGFA/KDR/NRG1/IRAK1/FLT1/VEGFA/HTATIP2/GRK5/DDR2	12
GO:0070663	regulation of leukocyte proliferation	14/498	148/12060	0.0945945945945946	2.29078476066428	3.27903597276059	0.00323571919847677	0.0204254774403846	0.0145262707124599	SLC7A1/KIT/TNFRSF21/VSIR/BST2/ADA/CEBPB/TLR4/LGALS3/LRRC32/CARD11/BID/RASSF5/TGFB1	14
GO:0002065	columnar/cuboidal epithelial cell differentiation	9/498	74/12060	0.121621621621622	2.94529469228264	3.48351721787923	0.003298113347735	0.0207537385089008	0.0147597246994986	FAM20C/XBP1/PRDM1/CEBPB/JAG1/KLF5/TGFB1/FZD5/CAV1	9
GO:0046889	positive regulation of lipid biosynthetic process	9/498	74/12060	0.121621621621622	2.94529469228264	3.48351721787923	0.003298113347735	0.0207537385089008	0.0147597246994986	CCN1/XBP1/EDN1/ACSL3/ADM/LDLR/INSIG1/STARD4/NR1D1	9
GO:0001843	neural tube closure	10/498	88/12060	0.113636363636364	2.75191675794085	3.4231449183134	0.00330729071947594	0.0207537385089008	0.0147597246994986	SPINT1/MTHFD1L/SFRP1/ST14/ADM/TWIST1/LHX2/DLC1/TGFB1/TGFB2	10
GO:0060606	tube closure	10/498	88/12060	0.113636363636364	2.75191675794085	3.4231449183134	0.00330729071947594	0.0207537385089008	0.0147597246994986	SPINT1/MTHFD1L/SFRP1/ST14/ADM/TWIST1/LHX2/DLC1/TGFB1/TGFB2	10
GO:0048644	muscle organ morphogenesis	8/498	61/12060	0.131147540983607	3.17598261900059	3.535913639354	0.00343090932726105	0.0214976622839607	0.0152887913114051	FOXC1/FOXC2/NRG1/TCF15/GSC/TGFB1/LIF/TGFB2	8
GO:0051235	maintenance of location	15/498	165/12060	0.0909090909090909	2.20153340635268	3.22514641431546	0.00343887228998072	0.0215157761859856	0.0153016736268976	JPH1/NBL1/MICOS10-NBL1/HK2/TXN/THY1/NGF/INSIG1/SLC8A1/ITPR3/ASPH/FKBP1C/DDIT3/TGFB1/CAV1	15
GO:0070661	leukocyte proliferation	17/498	198/12060	0.0858585858585859	2.07922599488865	3.17775103754577	0.00346805076242794	0.0216663789900137	0.0154087799164692	SLC7A1/KIT/TNFRSF21/F2RL1/VSIR/BST2/FOSL2/ADA/CEBPB/TLR4/LGALS3/LRRC32/MYC/CARD11/BID/RASSF5/TGFB1	17
GO:0010714	positive regulation of collagen metabolic process	4/498	16/12060	0.25	6.05421686746988	4.19838563244935	0.00351731984397016	0.0218775231350754	0.0155589422330892	VSIR/RUNX1/DDR2/TGFB1	4
GO:0048841	regulation of axon extension involved in axon guidance	4/498	16/12060	0.25	6.05421686746988	4.19838563244935	0.00351731984397016	0.0218775231350754	0.0155589422330892	PLXNA4/VEGFA/CXCL12/SEMA5A	4
GO:0072111	cell proliferation involved in kidney development	4/498	16/12060	0.25	6.05421686746988	4.19838563244935	0.00351731984397016	0.0218775231350754	0.0155589422330892	PDGFB/EGR1/GATA3/MYC	4
GO:0045446	endothelial cell differentiation	10/498	89/12060	0.112359550561798	2.72099634493028	3.38192188660559	0.00359224042606332	0.0222456699085556	0.0158207622913522	F11R/F2RL1/KDR/NRG1/SCUBE1/STC1/VEGFA/JAG1/S1PR3/HEY1	10
GO:0048144	fibroblast proliferation	10/498	89/12060	0.112359550561798	2.72099634493028	3.38192188660559	0.00359224042606332	0.0222456699085556	0.0158207622913522	SFRP1/PDGFB/S100A6/PDGFA/FOSL2/MYC/DDR2/TGFB1/LIF/CAV1	10
GO:0061387	regulation of extent of cell growth	10/498	89/12060	0.112359550561798	2.72099634493028	3.38192188660559	0.00359224042606332	0.0222456699085556	0.0158207622913522	DCC/IFRD1/LPAR3/PLXNA4/NTN1/NGF/VEGFA/CXCL12/SEMA5A/SEMA7A	10
GO:0001755	neural crest cell migration	7/498	49/12060	0.142857142857143	3.45955249569707	3.58029151582533	0.00374417436568181	0.023094991857158	0.0164247863874078	SEMA3E/EDN1/RET/GBX2/TWIST1/SEMA5A/SEMA7A	7
GO:0003229	ventricular cardiac muscle tissue development	7/498	49/12060	0.142857142857143	3.45955249569707	3.58029151582533	0.00374417436568181	0.023094991857158	0.0164247863874078	FOXC1/FOXC2/IRX3/NRG1/TBX3/TGFB1/TGFB2	7
GO:0032964	collagen biosynthetic process	6/498	37/12060	0.162162162162162	3.92705958971019	3.7006655642763	0.00375863130124595	0.023094991857158	0.0164247863874078	FOSL2/CYGB/RUNX1/DDR2/EMILIN1/TGFB1	6
GO:0006024	glycosaminoglycan biosynthetic process	5/498	26/12060	0.192307692307692	4.65708989805375	3.87410282198542	0.00376749985034261	0.023094991857158	0.0164247863874078	PDGFB/GCNT2/HS3ST3B1/HS3ST3A1/TGFB1	5
GO:0060986	endocrine hormone secretion	5/498	26/12060	0.192307692307692	4.65708989805375	3.87410282198542	0.00376749985034261	0.023094991857158	0.0164247863874078	APLN/GATA3/WNK4/NKX3-1/TBX3	5
GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	5/498	26/12060	0.192307692307692	4.65708989805375	3.87410282198542	0.00376749985034261	0.023094991857158	0.0164247863874078	DDX21/KIT/TLR4/SEMA7A/NR4A3	5
GO:1904376	negative regulation of protein localization to cell periphery	5/498	26/12060	0.192307692307692	4.65708989805375	3.87410282198542	0.00376749985034261	0.023094991857158	0.0164247863874078	SFN/PKDCC/WNK4/PID1/TGFB1	5
GO:0050804	modulation of chemical synaptic transmission	28/498	395/12060	0.0708860759493671	1.71663870672564	3.00545530646698	0.00378268255453364	0.023154602303509	0.016467180377145	SLC6A9/LRP8/DCC/KIT/CLMP/KCNQ3/NXPH4/SORCS2/SLC38A2/SYT7/SLC1A3/EDN1/SLC6A6/SHANK2/UNC13A/NETO1/TSHZ3/KCNK2/NGF/CACNG8/DYSF/SLC8A2/NRG3/GRM4/ITPR3/SLC7A11/CLSTN2/CACNG7	28
GO:0030199	collagen fibril organization	8/498	62/12060	0.129032258064516	3.12475709288768	3.48100414219367	0.00380046060937876	0.0232299047622258	0.0165207342734408	FOXC1/FOXC2/P4HA1/ADAMTS14/DDR2/EMILIN1/CYP1B1/TGFB2	8
GO:0032635	interleukin-6 production	10/498	90/12060	0.111111111111111	2.69076305220884	3.34126379397386	0.00389632414482756	0.023747423882699	0.016888785540042	MBP/LPL/F2RL1/XBP1/TWIST1/CEBPB/TLR4/TRPV4/MAPK13/TGFB1	10
GO:0032675	regulation of interleukin-6 production	10/498	90/12060	0.111111111111111	2.69076305220884	3.34126379397386	0.00389632414482756	0.023747423882699	0.016888785540042	MBP/LPL/F2RL1/XBP1/TWIST1/CEBPB/TLR4/TRPV4/MAPK13/TGFB1	10
GO:0099177	regulation of trans-synaptic signaling	28/498	396/12060	0.0707070707070707	1.71230376049653	2.99118249831626	0.00391737558085739	0.0238414737647017	0.0169556723019516	SLC6A9/LRP8/DCC/KIT/CLMP/KCNQ3/NXPH4/SORCS2/SLC38A2/SYT7/SLC1A3/EDN1/SLC6A6/SHANK2/UNC13A/NETO1/TSHZ3/KCNK2/NGF/CACNG8/DYSF/SLC8A2/NRG3/GRM4/ITPR3/SLC7A11/CLSTN2/CACNG7	28
GO:0007411	axon guidance	17/498	201/12060	0.0845771144278607	2.04819277108434	3.11006159869097	0.00404307004280508	0.0245712079105719	0.0174746474780265	SEMA3E/DCC/UNC5B/EDN1/RET/GATA3/GBX2/PLXNA4/NTN1/LHX2/VEGFA/PCDHAC2/CXCL12/SEMA5A/SEMA7A/NR4A3/TGFB2	17
GO:0072330	monocarboxylic acid biosynthetic process	14/498	152/12060	0.0921052631578947	2.23050095117311	3.1683866241085	0.00411847815014274	0.0249936828510808	0.0177751048540156	MTHFD1L/LPL/MTHFD2/XBP1/SHMT2/EDN1/SCD/AKR1C3/TRIB3/PRKAG2/INSIG1/FADS3/STARD4/NR1D1	14
GO:0055017	cardiac muscle tissue growth	8/498	63/12060	0.126984126984127	3.07515777395295	3.4271956931844	0.0042000322979721	0.0253219991341772	0.0180085981087748	PIM1/FOXC1/FOXC2/NRG1/EDN1/KCNK2/RUNX1/TGFB2	8
GO:0001756	somitogenesis	7/498	50/12060	0.14	3.39036144578313	3.51504517054122	0.00420242512740705	0.0253219991341772	0.0180085981087748	SFRP1/HES7/PLXNA2/FOXC1/FOXC2/TCF15/NKX3-1	7
GO:0032609	type II interferon production	7/498	50/12060	0.14	3.39036144578313	3.51504517054122	0.00420242512740705	0.0253219991341772	0.0180085981087748	F2RL1/VSIR/SLC7A5/GATA3/TLR4/DDIT3/FZD5	7
GO:0032649	regulation of type II interferon production	7/498	50/12060	0.14	3.39036144578313	3.51504517054122	0.00420242512740705	0.0253219991341772	0.0180085981087748	F2RL1/VSIR/SLC7A5/GATA3/TLR4/DDIT3/FZD5	7
GO:0071384	cellular response to corticosteroid stimulus	7/498	50/12060	0.14	3.39036144578313	3.51504517054122	0.00420242512740705	0.0253219991341772	0.0180085981087748	SCNN1A/EDN1/PCK2/AKR1C3/STC1/ZFP36/TGFB1	7
GO:0097485	neuron projection guidance	17/498	202/12060	0.0841584158415842	2.03805320291065	3.08775910460445	0.00425134687357773	0.025580444592506	0.0181924003578556	SEMA3E/DCC/UNC5B/EDN1/RET/GATA3/GBX2/PLXNA4/NTN1/LHX2/VEGFA/PCDHAC2/CXCL12/SEMA5A/SEMA7A/NR4A3/TGFB2	17
GO:0003176	aortic valve development	6/498	38/12060	0.157894736842105	3.82371591629677	3.61808091093377	0.004310939959632	0.025865639757792	0.0183952265678632	GATA3/TWIST1/JAG1/EMILIN1/TGFB1/HEY1	6
GO:0050873	brown fat cell differentiation	6/498	38/12060	0.157894736842105	3.82371591629677	3.61808091093377	0.004310939959632	0.025865639757792	0.0183952265678632	PIM1/CEBPA/CEBPB/TRPV4/SIX1/EBF2	6
GO:0032963	collagen metabolic process	9/498	77/12060	0.116883116883117	2.83054295102488	3.34423157334114	0.00431832670690165	0.0258733642523684	0.0184007201040442	VSIR/ADAMTS14/FOSL2/CYGB/RUNX1/TNS2/DDR2/EMILIN1/TGFB1	9
GO:0043085	positive regulation of catalytic activity	20/498	254/12060	0.078740157480315	1.90683995825823	3.03144681774273	0.00433542821341127	0.025939191087857	0.0184475350896544	MBP/PIM1/CDH3/PDGFB/F2RL1/VSIR/SH3BP1/FGF18/TNFSF15/NRG1/RGS16/PRSS22/TBC1D2/FLT1/EPHA2/RGS10/THY1/CARD10/DDR2/RASGRP2	20
GO:0062197	cellular response to chemical stress	21/498	272/12060	0.0772058823529412	1.86968462083629	3.01078688180362	0.00441176561347606	0.0263329792881025	0.0187275909178148	PRR5L/KLF4/XBP1/SLC4A11/EDN1/YBX3/TXN/PYCR1/CYGB/ETV5/GDF15/TRPV4/SLC8A1/SLC7A11/DDR2/DDIT3/SRXN1/MAPK13/FOS/CYP1B1/CAV1	21
GO:0007263	nitric oxide mediated signal transduction	4/498	17/12060	0.235294117647059	5.69808646350106	4.0228325845753	0.00445133470895654	0.0263329792881025	0.0187275909178148	THBS1/KDR/VEGFA/NDNF	4
GO:0010715	regulation of extracellular matrix disassembly	4/498	17/12060	0.235294117647059	5.69808646350106	4.0228325845753	0.00445133470895654	0.0263329792881025	0.0187275909178148	TIMP3/DDR2/TGFB1/TGFB2	4
GO:0035455	response to interferon-alpha	4/498	17/12060	0.235294117647059	5.69808646350106	4.0228325845753	0.00445133470895654	0.0263329792881025	0.0187275909178148	BST2/GATA3/LAMP3/MYC	4
GO:1903672	positive regulation of sprouting angiogenesis	4/498	17/12060	0.235294117647059	5.69808646350106	4.0228325845753	0.00445133470895654	0.0263329792881025	0.0187275909178148	JCAD/KLF4/FUT1/VEGFA	4
GO:2000647	negative regulation of stem cell proliferation	4/498	17/12060	0.235294117647059	5.69808646350106	4.0228325845753	0.00445133470895654	0.0263329792881025	0.0187275909178148	FERMT1/IRF6/CEBPA/SFN	4
GO:2000810	regulation of bicellular tight junction assembly	4/498	17/12060	0.235294117647059	5.69808646350106	4.0228325845753	0.00445133470895654	0.0263329792881025	0.0187275909178148	PRKCH/F11R/EPHA2/FZD5	4
GO:0001958	endochondral ossification	5/498	27/12060	0.185185185185185	4.48460508701473	3.76185737967399	0.00446952972358175	0.0263329792881025	0.0187275909178148	FGF18/FOXC1/COL13A1/TMEM119/RUNX2	5
GO:0032350	regulation of hormone metabolic process	5/498	27/12060	0.185185185185185	4.48460508701473	3.76185737967399	0.00446952972358175	0.0263329792881025	0.0187275909178148	EGR1/GATA3/STC2/ADM/AKR1C3	5
GO:0036075	replacement ossification	5/498	27/12060	0.185185185185185	4.48460508701473	3.76185737967399	0.00446952972358175	0.0263329792881025	0.0187275909178148	FGF18/FOXC1/COL13A1/TMEM119/RUNX2	5
GO:0070232	regulation of T cell apoptotic process	5/498	27/12060	0.185185185185185	4.48460508701473	3.76185737967399	0.00446952972358175	0.0263329792881025	0.0187275909178148	ST3GAL1/ADA/LGALS3/TGFB2/JAK3	5
GO:0051384	response to glucocorticoid	10/498	92/12060	0.108695652173913	2.63226820324777	3.26158334273264	0.00456542387991581	0.0268234461199485	0.0190764030322769	CEBPA/EDN1/PCK2/FOSL2/STC1/COMT/DUSP1/ZFP36/FOS/TGFB1	10
GO:1990830	cellular response to leukemia inhibitory factor	10/498	92/12060	0.108695652173913	2.63226820324777	3.26158334273264	0.00456542387991581	0.0268234461199485	0.0190764030322769	HK2/SPRY4/SPRY2/KLF4/XBP1/PCOLCE2/PTP4A3/GCLM/KLF5/VEGFC	10
GO:0021915	neural tube development	14/498	154/12060	0.0909090909090909	2.20153340635268	3.11434777338008	0.00462810224548191	0.0271346826545625	0.0192977494448935	SPINT1/MTHFD1L/SFRP1/ST14/PLXNA2/GBX2/ADM/EPHA2/TWIST1/LHX2/GSC/DLC1/TGFB1/TGFB2	14
GO:0061053	somite development	8/498	64/12060	0.125	3.02710843373494	3.37444672049145	0.00463119053321623	0.0271346826545625	0.0192977494448935	SFRP1/HES7/PLXNA2/FOXC1/FOXC2/TCF15/NKX3-1/SIX1	8
GO:0043549	regulation of kinase activity	17/498	204/12060	0.0833333333333333	2.01807228915663	3.04353598811436	0.004694394223707	0.0274351521881641	0.0195114385397351	PIM1/PDGFB/FGF18/SFN/TRIB2/TNFSF15/NRG1/TRIB1/FLT1/GPRC5A/DUSP7/THY1/GADD45A/TRIB3/CARD10/DUSP1/DDR2	17
GO:0001954	positive regulation of cell-matrix adhesion	7/498	51/12060	0.137254901960784	3.32388377037562	3.4514366383076	0.00470187544573204	0.0274351521881641	0.0195114385397351	SFRP1/FERMT1/EPHA1/FUT1/KDR/THY1/VEGFA	7
GO:0090497	mesenchymal cell migration	7/498	51/12060	0.137254901960784	3.32388377037562	3.4514366383076	0.00470187544573204	0.0274351521881641	0.0195114385397351	SEMA3E/EDN1/RET/GBX2/TWIST1/SEMA5A/SEMA7A	7
GO:0051056	regulation of small GTPase mediated signal transduction	21/498	274/12060	0.0766423357664234	1.85603728783748	2.97466854994217	0.00479739811288494	0.0279540697731565	0.0198804843717875	ARHGAP29/SPRY4/LPAR1/ARHGAP45/SPRY1/PLEKHG6/SPRY2/EPS8L1/ARHGEF19/F11R/ARHGDIB/F2RL1/SH3BP1/RAP1GAP2/ARHGAP22/NGF/ADCYAP1R1/DLC1/STARD8/TGFB2/ITGA3	21
GO:0048738	cardiac muscle tissue development	16/498	188/12060	0.0851063829787234	2.06100999743655	3.04291830805381	0.00490168162493407	0.028427418811649	0.0202171225872072	PIM1/SCN5A/NPPB/FOXC1/FOXC2/IRX3/NRG1/EDN1/KCNK2/VEGFA/TBX3/RUNX1/SLC8A1/TGFB1/TGFB2/HEY1	16
GO:0009952	anterior/posterior pattern specification	13/498	139/12060	0.0935251798561151	2.26488688567219	3.11283845110417	0.0049204038991566	0.028427418811649	0.0202171225872072	SFRP1/HES7/PLXNA2/FOXC1/FOXC2/GBX2/TCF15/NKX3-1/TBX3/DDIT3/BHLHE40/FZD5/HEY1	13
GO:0031099	regeneration	13/498	139/12060	0.0935251798561151	2.26488688567219	3.11283845110417	0.0049204038991566	0.028427418811649	0.0202171225872072	IFRD1/CEBPA/KLF4/SLC7A5/CD9/TNC/THY1/CEBPB/RUNX1/KLF5/CXCL12/FZD9/TGFB1	13
GO:0034103	regulation of tissue remodeling	6/498	39/12060	0.153846153846154	3.725671918443	3.5382573801591	0.00492090380265026	0.028427418811649	0.0202171225872072	SFRP1/SYT7/TMEM119/RUNX1/DDR2/TGFB1	6
GO:0060711	labyrinthine layer development	6/498	39/12060	0.153846153846154	3.725671918443	3.5382573801591	0.00492090380265026	0.028427418811649	0.0202171225872072	SPINT1/ST14/CCN1/ADM/FZD5/HEY1	6
GO:0002768	immune response-regulating cell surface receptor signaling pathway	17/498	205/12060	0.0829268292682927	2.00822803408757	3.02161241881299	0.00492970966466766	0.028427418811649	0.0202171225872072	KIT/PRKCH/TNFRSF21/F2RL1/ITPRIPL1/GATA3/IRAK1/FOSL2/ADA/THY1/TLR4/MICB/LGALS3/CARD11/CAV1/NR4A3/NR1D1	17
GO:0002062	chondrocyte differentiation	10/498	93/12060	0.10752688172043	2.60396424407307	3.22253281060639	0.00493224428226631	0.028427418811649	0.0202171225872072	SLC39A14/FGF18/CCN2/FOSL2/PKDCC/RUNX1/TGFBI/WNT5B/TGFB1/RUNX2	10
GO:0014020	primary neural tube formation	10/498	93/12060	0.10752688172043	2.60396424407307	3.22253281060639	0.00493224428226631	0.028427418811649	0.0202171225872072	SPINT1/MTHFD1L/SFRP1/ST14/ADM/TWIST1/LHX2/DLC1/TGFB1/TGFB2	10
GO:1903039	positive regulation of leukocyte cell-cell adhesion	15/498	172/12060	0.0872093023255814	2.11193611655926	3.04820027812396	0.0050718856550688	0.0291925901611965	0.0207613001320105	CHST2/SLC7A1/VSIR/XBP1/GATA3/IRAK1/IL4R/ADA/THY1/RUNX1/FUT4/CARD11/TGFB1/CAV1/NR4A3	15
GO:0071347	cellular response to interleukin-1	8/498	65/12060	0.123076923076923	2.9805375347544	3.32271786183806	0.00509552371138384	0.0292889045849462	0.0208297973995523	SFRP1/EGR1/EDN1/IRAK1/CEBPB/NKX3-1/MAPK13/NR1D1	8
GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	9/498	79/12060	0.113924050632911	2.75888363580906	3.25505219095255	0.00512474669254904	0.0294170168738742	0.0209209087968742	LPAR1/RAMP2/ADM2/LPAR3/ADM/ADCYAP1R1/S1PR3/ADRA1D/CXCL12	9
GO:0046636	negative regulation of alpha-beta T cell activation	5/498	28/12060	0.178571428571429	4.32444061962134	3.65495909269547	0.0052598869220969	0.0300706742904785	0.0213857794279043	VSIR/IL4R/RUNX1/LGALS3/JAK3	5
GO:0061756	leukocyte adhesion to vascular endothelial cell	5/498	28/12060	0.178571428571429	4.32444061962134	3.65495909269547	0.0052598869220969	0.0300706742904785	0.0213857794279043	CHST2/KLF4/IRAK1/FUT4/CXCL12	5
GO:0070293	renal absorption	5/498	28/12060	0.178571428571429	4.32444061962134	3.65495909269547	0.0052598869220969	0.0300706742904785	0.0213857794279043	CLDN4/EDN1/WNK4/AKR1C3/COMT	5
GO:0030183	B cell differentiation	10/498	94/12060	0.106382978723404	2.57626249679569	3.18399081852768	0.00532180567537122	0.0303428759071569	0.0215793648353338	SFRP1/ST3GAL1/KIT/XBP1/HDAC9/FOSL2/ADA/CARD11/FZD9/JAK3	10
GO:0071900	regulation of protein serine/threonine kinase activity	10/498	94/12060	0.106382978723404	2.57626249679569	3.18399081852768	0.00532180567537122	0.0303428759071569	0.0215793648353338	PIM1/PDGFB/FGF18/TRIB2/TRIB1/FLT1/DUSP7/GADD45A/TRIB3/DUSP1	10
GO:0044283	small molecule biosynthetic process	30/498	444/12060	0.0675675675675676	1.63627482904591	2.83505678961309	0.00552753049929383	0.0314121954430801	0.0223398476736067	BCAT1/MTHFD1L/SLC19A3/LPL/SLC39A14/MTHFD2/EGR1/XBP1/SLC1A3/SHMT2/EDN1/ASNS/PCK2/ADM/GLS/SCD/PYCR1/ADA/MSMO1/AKR1C3/ADCYAP1R1/TRIB3/PRKAG2/QNG1/INSIG1/FADS3/SPR/STARD4/ALDOC/NR1D1	30
GO:0043388	positive regulation of DNA binding	4/498	18/12060	0.222222222222222	5.38152610441767	3.86070111520802	0.00553897269953416	0.0314121954430801	0.0223398476736067	FOXC1/GATA3/TXN/PLAUR	4
GO:0046653	tetrahydrofolate metabolic process	4/498	18/12060	0.222222222222222	5.38152610441767	3.86070111520802	0.00553897269953416	0.0314121954430801	0.0223398476736067	MTHFD1L/MTHFD2/SHMT2/ALDH1L2	4
GO:0060444	branching involved in mammary gland duct morphogenesis	4/498	18/12060	0.222222222222222	5.38152610441767	3.86070111520802	0.00553897269953416	0.0314121954430801	0.0223398476736067	EPHA2/ETV5/TBX3/TGFB1	4
GO:0050868	negative regulation of T cell activation	9/498	80/12060	0.1125	2.72439759036145	3.21149927433381	0.00556939080507627	0.0315019600230894	0.0224036867977305	TNFRSF21/VSIR/IL4R/CEBPB/RUNX1/LGALS3/LRRC32/TGFB1/JAK3	9
GO:0010596	negative regulation of endothelial cell migration	6/498	40/12060	0.15	3.63253012048193	3.46102668040196	0.00559193208330654	0.0315019600230894	0.0224036867977305	KLF4/THBS1/STC1/GADD45A/CARD10/TGFB1	6
GO:0045778	positive regulation of ossification	6/498	40/12060	0.15	3.63253012048193	3.46102668040196	0.00559193208330654	0.0315019600230894	0.0224036867977305	CCN1/FAM20C/PKDCC/TMEM119/SLC8A1/FZD9	6
GO:0061383	trabecula morphogenesis	6/498	40/12060	0.15	3.63253012048193	3.46102668040196	0.00559193208330654	0.0315019600230894	0.0224036867977305	SLC40A1/SFRP1/NRG1/VEGFA/TGFB2/HEY1	6
GO:0070228	regulation of lymphocyte apoptotic process	6/498	40/12060	0.15	3.63253012048193	3.46102668040196	0.00559193208330654	0.0315019600230894	0.0224036867977305	ST3GAL1/ADA/LGALS3/MYC/TGFB2/JAK3	6
GO:0009636	response to toxic substance	15/498	174/12060	0.0862068965517241	2.08766098878272	2.99919117526912	0.00563921187103122	0.0317261760701783	0.0225631456406191	MBP/PIM1/ABCG2/EDN1/MT2A/TXN/CYGB/OPRD1/COMT/TXNRD1/SLC7A11/TXNRD2/SRXN1/FOS/CYP1B1	15
GO:0001707	mesoderm formation	7/498	53/12060	0.132075471698113	3.19845419413503	3.32883245657493	0.00583339502379925	0.0327751810476244	0.0233091810919605	KLF4/FOXC1/FOXC2/EPHA2/TXNRD1/NR4A3/ITGA3	7
GO:0007612	learning	12/498	126/12060	0.0952380952380952	2.30636833046472	3.0592272265313	0.00585973778530967	0.0328796397953487	0.0233834704715922	NPTX2/LRRN4/KIT/SHANK2/MEIS2/NETO1/GABRA5/COMT/SLC8A2/SLC7A11/CLSTN2/FOS	12
GO:0030217	T cell differentiation	17/498	209/12060	0.0813397129186603	1.96979304778924	2.9351381472699	0.00596947447949091	0.0334511370435937	0.0237899101136355	FZD8/KIT/EGR1/VSIR/XBP1/ITPRIPL1/GATA3/PRDM1/IL4R/FOSL2/ADA/RUNX1/CARD11/TGFB1/RUNX2/FZD5/JAK3	17
GO:0002761	regulation of myeloid leukocyte differentiation	9/498	81/12060	0.111111111111111	2.69076305220884	3.16861017271897	0.00604327371149906	0.0337754507037932	0.0240205567674313	SFRP1/TRIB1/CEBPB/TLR4/RUNX1/MYC/FOS/TGFB1/LIF	9
GO:0042472	inner ear morphogenesis	9/498	81/12060	0.111111111111111	2.69076305220884	3.16861017271897	0.00604327371149906	0.0337754507037932	0.0240205567674313	LRIG3/SPRY2/GATA3/GBX2/NTN1/INSIG1/TBX3/SIX1/NR4A3	9
GO:0002252	immune effector process	25/498	353/12060	0.0708215297450425	1.71507559984982	2.82989511221809	0.00610632380097707	0.0340701293309028	0.0242301274628073	ST3GAL1/DDX21/KIT/F2RL1/XBP1/SLC7A5/ULBP1/BST2/GATA3/PVR/IL4R/CTSC/ADA/TWIST1/CEBPB/TLR4/DYSF/JAG1/LGALS3/TGFB1/SEMA7A/FZD5/NR4A3/TGFB2/JAK3	25
GO:0030098	lymphocyte differentiation	21/498	280/12060	0.075	1.81626506024096	2.86808101053039	0.00612533545591344	0.0340701293309028	0.0242301274628073	FZD8/SFRP1/ST3GAL1/KIT/EGR1/VSIR/XBP1/ITPRIPL1/GATA3/PRDM1/HDAC9/IL4R/FOSL2/ADA/RUNX1/CARD11/FZD9/TGFB1/RUNX2/FZD5/JAK3	21
GO:1903035	negative regulation of response to wounding	8/498	67/12060	0.119402985074627	2.89156626506024	3.2221731988169	0.00613016275568363	0.0340701293309028	0.0242301274628073	PDGFB/AJAP1/PDGFA/CD9/THBS1/EDN1/PLAUR/SH2B3	8
GO:0010934	macrophage cytokine production	5/498	29/12060	0.172413793103448	4.17532197756544	3.55295528094544	0.00614418881144286	0.0340701293309028	0.0242301274628073	TWIST1/TLR4/TGFB1/SEMA7A/TGFB2	5
GO:0010935	regulation of macrophage cytokine production	5/498	29/12060	0.172413793103448	4.17532197756544	3.55295528094544	0.00614418881144286	0.0340701293309028	0.0242301274628073	TWIST1/TLR4/TGFB1/SEMA7A/TGFB2	5
GO:1903725	regulation of phospholipid metabolic process	5/498	29/12060	0.172413793103448	4.17532197756544	3.55295528094544	0.00614418881144286	0.0340701293309028	0.0242301274628073	PDGFB/XBP1/PDGFA/ACSL3/LDLR	5
GO:0001704	formation of primary germ layer	10/498	96/12060	0.104166666666667	2.52259036144578	3.10838158214112	0.00617291307939096	0.0341847223012747	0.0243116241384286	KLF4/DUSP5/FOXC1/FOXC2/EPHA2/TXNRD1/DUSP1/DUSP4/NR4A3/ITGA3	10
GO:0045668	negative regulation of osteoblast differentiation	6/498	41/12060	0.146341463414634	3.54393182486042	3.38623477686416	0.00632743139582429	0.0349947379153672	0.0248876942021992	SFRP1/IGFBP5/NOCT/TWIST1/CRIM1/VEGFC	6
GO:0006576	biogenic amine metabolic process	7/498	54/12060	0.12962962962963	3.13922356091031	3.2696985898811	0.0064700139456355	0.0356438950095919	0.0253493642764065	SMS/GATA3/EPAS1/COMT/NPR1/SAT1/TGFB2	7
GO:0010812	negative regulation of cell-substrate adhesion	7/498	54/12060	0.12962962962963	3.13922356091031	3.2696985898811	0.0064700139456355	0.0356438950095919	0.0253493642764065	SPRY4/SEMA3E/GCNT2/AJAP1/THBS1/JAG1/DLC1	7
GO:0051279	regulation of release of sequestered calcium ion into cytosol	7/498	54/12060	0.12962962962963	3.13922356091031	3.2696985898811	0.0064700139456355	0.0356438950095919	0.0253493642764065	JPH1/THY1/NGF/SLC8A1/ASPH/FKBP1C/TGFB1	7
GO:0001776	leukocyte homeostasis	9/498	82/12060	0.109756097560976	2.65794886864531	3.12636543833158	0.0065476244556422	0.0359118943660584	0.0255399611040282	SLC40A1/SPNS2/ADA/PMAIP1/SLC7A11/SH2B3/TGFB1/TGFB2/JAK3	9
GO:0050729	positive regulation of inflammatory response	9/498	82/12060	0.109756097560976	2.65794886864531	3.12636543833158	0.0065476244556422	0.0359118943660584	0.0255399611040282	LPL/CEBPA/CTSC/CEBPB/TLR4/LDLR/TRPV4/MAPK13/TGFB1	9
GO:0048608	reproductive structure development	17/498	211/12060	0.0805687203791469	1.95112202363958	2.89261379084911	0.00655252386594276	0.0359118943660584	0.0255399611040282	FKBP4/SFRP1/KIT/FOXC1/KDR/GATA3/YBX3/IRX5/LGR4/TNC/AKR1C3/CEBPB/NKX3-1/VEGFA/ZFP42/TBX3/TGFB2	17
